
--- Excluded from Scoring (5 events) ---
start_s end_s    label
  00:28 00:33 laughter
  02:46 03:16 obscured
  03:20 03:25 obscured
  03:47 03:55 obscured
  04:21 04:26 obscured
  (not scored — model is not expected to detect these labels)

==============================================================
  Advanced Analysis: 20260501_194746_mp_hs_S08_Vid18_mixed.csv
  signal_col=hs_fear  threshold=0.7  min_frames=10  window=15fr  fill=65%
  pad_start=-0.5s  pad_end=+1.0s
==============================================================
  Precision : 100.00%  (how clean are your triggers?)
  Recall    : 30.77%  (how many scares did you catch?)
  F1-Score  : 0.4706
  Triggers  : 4 total  (4 TP / 0 FP)
  GT Events : 4/13 caught  (5 excluded from scoring)

--- Recall by Label (scoreable) ---
label  caught  total recall_%
 fear       4     13      31%

--- Missed Events (False Negatives) ---
 time label  peak_hs_fear  mean_hs_fear face_detected_%
00:09  fear         0.549         0.154             75%
00:19  fear         0.763         0.185             70%
00:24  fear         0.832         0.454            100%
00:44  fear         0.563         0.276            100%
01:15  fear         0.704         0.205            100%
01:29  fear         0.631         0.171            100%
02:02  fear         0.458         0.151             89%
02:15  fear         0.389         0.081             74%
02:42  fear         0.794         0.102             76%

======================================================================
  === Formula: hs_fear (hs_fear) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.60       5     15   100.00%     7.69%    0.1429          1
   0.60       5     20   100.00%     7.69%    0.1429          1
   0.60       8  strict     0.00%     0.00%    0.0000          0
   0.60       8     10   100.00%    14.29%    0.2500          2
   0.60       8     15   100.00%     7.69%    0.1429          1
   0.60       8     20   100.00%     7.69%    0.1429          1
   0.60      10  strict     0.00%     0.00%    0.0000          0
   0.60      10     10   100.00%    14.29%    0.2500          2
   0.60      10     15   100.00%     7.69%    0.1429          1
   0.60      10     20   100.00%     7.69%    0.1429          1
   0.60      12  strict     0.00%     0.00%    0.0000          0
   0.60      12     10   100.00%    14.29%    0.2500          2
   0.60      12     15   100.00%     7.69%    0.1429          1
   0.60      12     20   100.00%     7.69%    0.1429          1
   0.60      15  strict     0.00%     0.00%    0.0000          0
   0.60      15     10   100.00%     7.69%    0.1429          1
   0.60      15     15   100.00%     7.69%    0.1429          1
   0.60      15     20   100.00%     7.69%    0.1429          1

   0.70       5  strict     0.00%     0.00%    0.0000          0
   0.70       5     10     0.00%     0.00%    0.0000          0
   0.70       5     15     0.00%     0.00%    0.0000          0
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict     0.00%     0.00%    0.0000          0
   0.70       8     10     0.00%     0.00%    0.0000          0
   0.70       8     15     0.00%     0.00%    0.0000          0
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict     0.00%     0.00%    0.0000          0
   0.70      10     10     0.00%     0.00%    0.0000          0
   0.70      10     15     0.00%     0.00%    0.0000          0
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict     0.00%     0.00%    0.0000          0
   0.70      12     10     0.00%     0.00%    0.0000          0
   0.70      12     15     0.00%     0.00%    0.0000          0
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10     0.00%     0.00%    0.0000          0
   0.70      15     15     0.00%     0.00%    0.0000          0
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f3 (f3) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    92.59%    86.21%    0.8929         27 <-- BEST F1
   0.40       5     10    86.36%    90.48%    0.8837         22
   0.40       5     15    92.86%    72.22%    0.8125         14
   0.40       5     20    90.91%    62.50%    0.7407         11
   0.40       8  strict    94.44%    73.91%    0.8293         18
   0.40       8     10    86.36%    90.48%    0.8837         22
   0.40       8     15    92.86%    72.22%    0.8125         14
   0.40       8     20    90.91%    62.50%    0.7407         11
   0.40      10  strict    93.75%    68.18%    0.7895         16
   0.40      10     10    86.36%    90.48%    0.8837         22
   0.40      10     15    92.86%    72.22%    0.8125         14
   0.40      10     20    90.91%    62.50%    0.7407         11
   0.40      12  strict   100.00%    58.82%    0.7407         10
   0.40      12     10    85.71%    85.71%    0.8571         21
   0.40      12     15    92.86%    72.22%    0.8125         14
   0.40      12     20    90.91%    62.50%    0.7407         11
   0.40      15  strict   100.00%    50.00%    0.6667          8
   0.40      15     10    93.33%    73.68%    0.8235         15
   0.40      15     15    92.86%    72.22%    0.8125         14
   0.40      15     20    90.91%    62.50%    0.7407         11

   0.50       5  strict   100.00%    57.89%    0.7333         11
   0.50       5     10   100.00%    58.82%    0.7407         10
   0.50       5     15   100.00%    42.86%    0.6000          6
   0.50       5     20   100.00%    23.08%    0.3750          3
   0.50       8  strict   100.00%    40.00%    0.5714          6
   0.50       8     10   100.00%    58.82%    0.7407         10
   0.50       8     15   100.00%    42.86%    0.6000          6
   0.50       8     20   100.00%    23.08%    0.3750          3
   0.50      10  strict   100.00%    28.57%    0.4444          4
   0.50      10     10   100.00%    58.82%    0.7407         10
   0.50      10     15   100.00%    42.86%    0.6000          6
   0.50      10     20   100.00%    23.08%    0.3750          3
   0.50      12  strict   100.00%    21.43%    0.3529          3
   0.50      12     10   100.00%    52.94%    0.6923          9
   0.50      12     15   100.00%    42.86%    0.6000          6
   0.50      12     20   100.00%    23.08%    0.3750          3
   0.50      15  strict   100.00%    15.38%    0.2667          2
   0.50      15     10   100.00%    42.86%    0.6000          6
   0.50      15     15   100.00%    42.86%    0.6000          6
   0.50      15     20   100.00%    23.08%    0.3750          3

   0.60       5  strict   100.00%    33.33%    0.5000          5
   0.60       5     10   100.00%    28.57%    0.4444          4
   0.60       5     15   100.00%     7.69%    0.1429          1
   0.60       5     20   100.00%     7.69%    0.1429          1
   0.60       8  strict   100.00%     7.69%    0.1429          1
   0.60       8     10   100.00%    28.57%    0.4444          4
   0.60       8     15   100.00%     7.69%    0.1429          1
   0.60       8     20   100.00%     7.69%    0.1429          1
   0.60      10  strict   100.00%     7.69%    0.1429          1
   0.60      10     10   100.00%    28.57%    0.4444          4
   0.60      10     15   100.00%     7.69%    0.1429          1
   0.60      10     20   100.00%     7.69%    0.1429          1
   0.60      12  strict   100.00%     7.69%    0.1429          1
   0.60      12     10   100.00%    21.43%    0.3529          3
   0.60      12     15   100.00%     7.69%    0.1429          1
   0.60      12     20   100.00%     7.69%    0.1429          1
   0.60      15  strict     0.00%     0.00%    0.0000          0
   0.60      15     10   100.00%    15.38%    0.2667          2
   0.60      15     15   100.00%     7.69%    0.1429          1
   0.60      15     20   100.00%     7.69%    0.1429          1

   0.70       5  strict   100.00%     7.69%    0.1429          1
   0.70       5     10   100.00%     7.69%    0.1429          1
   0.70       5     15   100.00%     7.69%    0.1429          1
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict   100.00%     7.69%    0.1429          1
   0.70       8     10   100.00%     7.69%    0.1429          1
   0.70       8     15   100.00%     7.69%    0.1429          1
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict   100.00%     7.69%    0.1429          1
   0.70      10     10   100.00%     7.69%    0.1429          1
   0.70      10     15   100.00%     7.69%    0.1429          1
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict   100.00%     7.69%    0.1429          1
   0.70      12     10   100.00%     7.69%    0.1429          1
   0.70      12     15   100.00%     7.69%    0.1429          1
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10   100.00%     7.69%    0.1429          1
   0.70      15     15   100.00%     7.69%    0.1429          1
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f4 (f4) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    87.50%    84.00%    0.8571         24 <-- BEST F1
   0.40       5     10    93.33%    77.78%    0.8485         15
   0.40       5     15    90.91%    71.43%    0.8000         11
   0.40       5     20    88.89%    57.14%    0.6957          9
   0.40       8  strict    92.31%    60.00%    0.7273         13
   0.40       8     10    93.33%    77.78%    0.8485         15
   0.40       8     15    90.91%    71.43%    0.8000         11
   0.40       8     20    88.89%    57.14%    0.6957          9
   0.40      10  strict   100.00%    55.56%    0.7143         10
   0.40      10     10    93.33%    77.78%    0.8485         15
   0.40      10     15    90.91%    71.43%    0.8000         11
   0.40      10     20    88.89%    57.14%    0.6957          9
   0.40      12  strict   100.00%    50.00%    0.6667          8
   0.40      12     10    93.33%    77.78%    0.8485         15
   0.40      12     15    90.91%    71.43%    0.8000         11
   0.40      12     20    88.89%    57.14%    0.6957          9
   0.40      15  strict   100.00%    40.00%    0.5714          6
   0.40      15     10    92.31%    75.00%    0.8276         13
   0.40      15     15    90.91%    71.43%    0.8000         11
   0.40      15     20    88.89%    57.14%    0.6957          9

   0.50       5  strict   100.00%    61.11%    0.7586         11
   0.50       5     10   100.00%    53.33%    0.6957          8
   0.50       5     15   100.00%    46.67%    0.6364          7
   0.50       5     20   100.00%    28.57%    0.4444          4
   0.50       8  strict   100.00%    35.71%    0.5263          5
   0.50       8     10   100.00%    53.33%    0.6957          8
   0.50       8     15   100.00%    46.67%    0.6364          7
   0.50       8     20   100.00%    28.57%    0.4444          4
   0.50      10  strict   100.00%    28.57%    0.4444          4
   0.50      10     10   100.00%    53.33%    0.6957          8
   0.50      10     15   100.00%    46.67%    0.6364          7
   0.50      10     20   100.00%    28.57%    0.4444          4
   0.50      12  strict   100.00%    15.38%    0.2667          2
   0.50      12     10   100.00%    53.33%    0.6957          8
   0.50      12     15   100.00%    46.67%    0.6364          7
   0.50      12     20   100.00%    28.57%    0.4444          4
   0.50      15  strict   100.00%     7.69%    0.1429          1
   0.50      15     10   100.00%    53.33%    0.6957          8
   0.50      15     15   100.00%    46.67%    0.6364          7
   0.50      15     20   100.00%    28.57%    0.4444          4

   0.60       5  strict   100.00%     7.69%    0.1429          1
   0.60       5     10   100.00%    30.77%    0.4706          4
   0.60       5     15   100.00%    15.38%    0.2667          2
   0.60       5     20   100.00%     7.69%    0.1429          1
   0.60       8  strict   100.00%     7.69%    0.1429          1
   0.60       8     10   100.00%    30.77%    0.4706          4
   0.60       8     15   100.00%    15.38%    0.2667          2
   0.60       8     20   100.00%     7.69%    0.1429          1
   0.60      10  strict   100.00%     7.69%    0.1429          1
   0.60      10     10   100.00%    30.77%    0.4706          4
   0.60      10     15   100.00%    15.38%    0.2667          2
   0.60      10     20   100.00%     7.69%    0.1429          1
   0.60      12  strict   100.00%     7.69%    0.1429          1
   0.60      12     10   100.00%    30.77%    0.4706          4
   0.60      12     15   100.00%    15.38%    0.2667          2
   0.60      12     20   100.00%     7.69%    0.1429          1
   0.60      15  strict   100.00%     7.69%    0.1429          1
   0.60      15     10   100.00%    15.38%    0.2667          2
   0.60      15     15   100.00%    15.38%    0.2667          2
   0.60      15     20   100.00%     7.69%    0.1429          1

   0.70       5  strict   100.00%     7.69%    0.1429          1
   0.70       5     10   100.00%     7.69%    0.1429          1
   0.70       5     15   100.00%     7.69%    0.1429          1
   0.70       5     20   100.00%     7.69%    0.1429          1
   0.70       8  strict   100.00%     7.69%    0.1429          1
   0.70       8     10   100.00%     7.69%    0.1429          1
   0.70       8     15   100.00%     7.69%    0.1429          1
   0.70       8     20   100.00%     7.69%    0.1429          1
   0.70      10  strict   100.00%     7.69%    0.1429          1
   0.70      10     10   100.00%     7.69%    0.1429          1
   0.70      10     15   100.00%     7.69%    0.1429          1
   0.70      10     20   100.00%     7.69%    0.1429          1
   0.70      12  strict   100.00%     7.69%    0.1429          1
   0.70      12     10   100.00%     7.69%    0.1429          1
   0.70      12     15   100.00%     7.69%    0.1429          1
   0.70      12     20   100.00%     7.69%    0.1429          1
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10   100.00%     7.69%    0.1429          1
   0.70      15     15   100.00%     7.69%    0.1429          1
   0.70      15     20   100.00%     7.69%    0.1429          1

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f5 (f5) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict   100.00%    66.67%    0.8000         12 <-- BEST F1
   0.40       5     10   100.00%    66.67%    0.8000         12 <-- BEST F1
   0.40       5     15   100.00%    53.33%    0.6957          8
   0.40       5     20   100.00%    50.00%    0.6667          7
   0.40       8  strict   100.00%    56.25%    0.7200          9
   0.40       8     10   100.00%    66.67%    0.8000         12 <-- BEST F1
   0.40       8     15   100.00%    53.33%    0.6957          8
   0.40       8     20   100.00%    50.00%    0.6667          7
   0.40      10  strict   100.00%    40.00%    0.5714          6
   0.40      10     10   100.00%    66.67%    0.8000         12 <-- BEST F1
   0.40      10     15   100.00%    53.33%    0.6957          8
   0.40      10     20   100.00%    50.00%    0.6667          7
   0.40      12  strict   100.00%    35.71%    0.5263          5
   0.40      12     10   100.00%    64.71%    0.7857         11
   0.40      12     15   100.00%    53.33%    0.6957          8
   0.40      12     20   100.00%    50.00%    0.6667          7
   0.40      15  strict   100.00%    15.38%    0.2667          2
   0.40      15     10   100.00%    53.33%    0.6957          8
   0.40      15     15   100.00%    53.33%    0.6957          8
   0.40      15     20   100.00%    50.00%    0.6667          7

   0.50       5  strict   100.00%    44.44%    0.6154          8
   0.50       5     10   100.00%    33.33%    0.5000          5
   0.50       5     15   100.00%    21.43%    0.3529          3
   0.50       5     20   100.00%     7.69%    0.1429          1
   0.50       8  strict   100.00%    14.29%    0.2500          2
   0.50       8     10   100.00%    33.33%    0.5000          5
   0.50       8     15   100.00%    21.43%    0.3529          3
   0.50       8     20   100.00%     7.69%    0.1429          1
   0.50      10  strict   100.00%     7.69%    0.1429          1
   0.50      10     10   100.00%    33.33%    0.5000          5
   0.50      10     15   100.00%    21.43%    0.3529          3
   0.50      10     20   100.00%     7.69%    0.1429          1
   0.50      12  strict   100.00%     7.69%    0.1429          1
   0.50      12     10   100.00%    26.67%    0.4211          4
   0.50      12     15   100.00%    21.43%    0.3529          3
   0.50      12     20   100.00%     7.69%    0.1429          1
   0.50      15  strict   100.00%     7.69%    0.1429          1
   0.50      15     10   100.00%    15.38%    0.2667          2
   0.50      15     15   100.00%    21.43%    0.3529          3
   0.50      15     20   100.00%     7.69%    0.1429          1

   0.60       5  strict     0.00%     0.00%    0.0000          0
   0.60       5     10     0.00%     0.00%    0.0000          0
   0.60       5     15     0.00%     0.00%    0.0000          0
   0.60       5     20     0.00%     0.00%    0.0000          0
   0.60       8  strict     0.00%     0.00%    0.0000          0
   0.60       8     10     0.00%     0.00%    0.0000          0
   0.60       8     15     0.00%     0.00%    0.0000          0
   0.60       8     20     0.00%     0.00%    0.0000          0
   0.60      10  strict     0.00%     0.00%    0.0000          0
   0.60      10     10     0.00%     0.00%    0.0000          0
   0.60      10     15     0.00%     0.00%    0.0000          0
   0.60      10     20     0.00%     0.00%    0.0000          0
   0.60      12  strict     0.00%     0.00%    0.0000          0
   0.60      12     10     0.00%     0.00%    0.0000          0
   0.60      12     15     0.00%     0.00%    0.0000          0
   0.60      12     20     0.00%     0.00%    0.0000          0
   0.60      15  strict     0.00%     0.00%    0.0000          0
   0.60      15     10     0.00%     0.00%    0.0000          0
   0.60      15     15     0.00%     0.00%    0.0000          0
   0.60      15     20     0.00%     0.00%    0.0000          0

   0.70       5  strict     0.00%     0.00%    0.0000          0
   0.70       5     10     0.00%     0.00%    0.0000          0
   0.70       5     15     0.00%     0.00%    0.0000          0
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict     0.00%     0.00%    0.0000          0
   0.70       8     10     0.00%     0.00%    0.0000          0
   0.70       8     15     0.00%     0.00%    0.0000          0
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict     0.00%     0.00%    0.0000          0
   0.70      10     10     0.00%     0.00%    0.0000          0
   0.70      10     15     0.00%     0.00%    0.0000          0
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict     0.00%     0.00%    0.0000          0
   0.70      12     10     0.00%     0.00%    0.0000          0
   0.70      12     15     0.00%     0.00%    0.0000          0
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10     0.00%     0.00%    0.0000          0
   0.70      15     15     0.00%     0.00%    0.0000          0
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f6 (f6) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    85.71%    81.82%    0.8372         21 <-- BEST F1
   0.40       5     10    87.50%    73.68%    0.8000         16
   0.40       5     15    84.62%    64.71%    0.7333         13
   0.40       5     20    90.91%    62.50%    0.7407         11
   0.40       8  strict    82.35%    70.00%    0.7568         17
   0.40       8     10    87.50%    73.68%    0.8000         16
   0.40       8     15    84.62%    64.71%    0.7333         13
   0.40       8     20    90.91%    62.50%    0.7407         11
   0.40      10  strict    84.62%    64.71%    0.7333         13
   0.40      10     10    87.50%    73.68%    0.8000         16
   0.40      10     15    84.62%    64.71%    0.7333         13
   0.40      10     20    90.91%    62.50%    0.7407         11
   0.40      12  strict    81.82%    60.00%    0.6923         11
   0.40      12     10    87.50%    73.68%    0.8000         16
   0.40      12     15    84.62%    64.71%    0.7333         13
   0.40      12     20    90.91%    62.50%    0.7407         11
   0.40      15  strict   100.00%    46.67%    0.6364          7
   0.40      15     10    86.67%    72.22%    0.7879         15
   0.40      15     15    84.62%    64.71%    0.7333         13
   0.40      15     20    90.91%    62.50%    0.7407         11

   0.50       5  strict   100.00%    50.00%    0.6667          9
   0.50       5     10   100.00%    40.00%    0.5714          6
   0.50       5     15   100.00%    40.00%    0.5714          6
   0.50       5     20   100.00%    30.77%    0.4706          4
   0.50       8  strict   100.00%    37.50%    0.5455          6
   0.50       8     10   100.00%    40.00%    0.5714          6
   0.50       8     15   100.00%    40.00%    0.5714          6
   0.50       8     20   100.00%    30.77%    0.4706          4
   0.50      10  strict   100.00%    28.57%    0.4444          4
   0.50      10     10   100.00%    40.00%    0.5714          6
   0.50      10     15   100.00%    40.00%    0.5714          6
   0.50      10     20   100.00%    30.77%    0.4706          4
   0.50      12  strict   100.00%    23.08%    0.3750          3
   0.50      12     10   100.00%    40.00%    0.5714          6
   0.50      12     15   100.00%    40.00%    0.5714          6
   0.50      12     20   100.00%    30.77%    0.4706          4
   0.50      15  strict   100.00%     7.69%    0.1429          1
   0.50      15     10   100.00%    40.00%    0.5714          6
   0.50      15     15   100.00%    40.00%    0.5714          6
   0.50      15     20   100.00%    30.77%    0.4706          4

   0.60       5  strict   100.00%    41.18%    0.5833          7
   0.60       5     10   100.00%    21.43%    0.3529          3
   0.60       5     15   100.00%     7.69%    0.1429          1
   0.60       5     20     0.00%     0.00%    0.0000          0
   0.60       8  strict     0.00%     0.00%    0.0000          0
   0.60       8     10   100.00%    21.43%    0.3529          3
   0.60       8     15   100.00%     7.69%    0.1429          1
   0.60       8     20     0.00%     0.00%    0.0000          0
   0.60      10  strict     0.00%     0.00%    0.0000          0
   0.60      10     10   100.00%    21.43%    0.3529          3
   0.60      10     15   100.00%     7.69%    0.1429          1
   0.60      10     20     0.00%     0.00%    0.0000          0
   0.60      12  strict     0.00%     0.00%    0.0000          0
   0.60      12     10   100.00%    21.43%    0.3529          3
   0.60      12     15   100.00%     7.69%    0.1429          1
   0.60      12     20     0.00%     0.00%    0.0000          0
   0.60      15  strict     0.00%     0.00%    0.0000          0
   0.60      15     10   100.00%    15.38%    0.2667          2
   0.60      15     15   100.00%     7.69%    0.1429          1
   0.60      15     20     0.00%     0.00%    0.0000          0

   0.70       5  strict     0.00%     0.00%    0.0000          0
   0.70       5     10     0.00%     0.00%    0.0000          0
   0.70       5     15     0.00%     0.00%    0.0000          0
   0.70       5     20     0.00%     0.00%    0.0000          0
   0.70       8  strict     0.00%     0.00%    0.0000          0
   0.70       8     10     0.00%     0.00%    0.0000          0
   0.70       8     15     0.00%     0.00%    0.0000          0
   0.70       8     20     0.00%     0.00%    0.0000          0
   0.70      10  strict     0.00%     0.00%    0.0000          0
   0.70      10     10     0.00%     0.00%    0.0000          0
   0.70      10     15     0.00%     0.00%    0.0000          0
   0.70      10     20     0.00%     0.00%    0.0000          0
   0.70      12  strict     0.00%     0.00%    0.0000          0
   0.70      12     10     0.00%     0.00%    0.0000          0
   0.70      12     15     0.00%     0.00%    0.0000          0
   0.70      12     20     0.00%     0.00%    0.0000          0
   0.70      15  strict     0.00%     0.00%    0.0000          0
   0.70      15     10     0.00%     0.00%    0.0000          0
   0.70      15     15     0.00%     0.00%    0.0000          0
   0.70      15     20     0.00%     0.00%    0.0000          0

   0.80       5  strict     0.00%     0.00%    0.0000          0
   0.80       5     10     0.00%     0.00%    0.0000          0
   0.80       5     15     0.00%     0.00%    0.0000          0
   0.80       5     20     0.00%     0.00%    0.0000          0
   0.80       8  strict     0.00%     0.00%    0.0000          0
   0.80       8     10     0.00%     0.00%    0.0000          0
   0.80       8     15     0.00%     0.00%    0.0000          0
   0.80       8     20     0.00%     0.00%    0.0000          0
   0.80      10  strict     0.00%     0.00%    0.0000          0
   0.80      10     10     0.00%     0.00%    0.0000          0
   0.80      10     15     0.00%     0.00%    0.0000          0
   0.80      10     20     0.00%     0.00%    0.0000          0
   0.80      12  strict     0.00%     0.00%    0.0000          0
   0.80      12     10     0.00%     0.00%    0.0000          0
   0.80      12     15     0.00%     0.00%    0.0000          0
   0.80      12     20     0.00%     0.00%    0.0000          0
   0.80      15  strict     0.00%     0.00%    0.0000          0
   0.80      15     10     0.00%     0.00%    0.0000          0
   0.80      15     15     0.00%     0.00%    0.0000          0
   0.80      15     20     0.00%     0.00%    0.0000          0

======================================================================
  === Formula: f7 (hs_only) ===
  pad_start=0.5s  pad_end=1.0s  fill_ratio=65%
======================================================================
 Thresh   MinFr    Win      Prec       Rec        F1   Triggers
   0.40       5  strict    64.00%    96.97%    0.7711         50
   0.40       5     10    65.00%    96.30%    0.7761         40
   0.40       5     15    66.67%    95.24%    0.7843         30
   0.40       5     20    68.42%    86.67%    0.7647         19
   0.40       8  strict    72.73%    92.31%    0.8136         33
   0.40       8     10    65.00%    96.30%    0.7761         40
   0.40       8     15    66.67%    95.24%    0.7843         30
   0.40       8     20    68.42%    86.67%    0.7647         19
   0.40      10  strict    76.92%    90.91%    0.8333         26
   0.40      10     10    65.00%    96.30%    0.7761         40
   0.40      10     15    66.67%    95.24%    0.7843         30
   0.40      10     20    68.42%    86.67%    0.7647         19
   0.40      12  strict    77.27%    89.47%    0.8293         22
   0.40      12     10    64.10%    96.15%    0.7692         39
   0.40      12     15    66.67%    95.24%    0.7843         30
   0.40      12     20    68.42%    86.67%    0.7647         19
   0.40      15  strict    76.47%    76.47%    0.7647         17
   0.40      15     10    67.65%    95.83%    0.7931         34
   0.40      15     15    66.67%    95.24%    0.7843         30
   0.40      15     20    68.42%    86.67%    0.7647         19

   0.50       5  strict    82.14%    88.46%    0.8519         28
   0.50       5     10    90.91%    86.96%    0.8889         22 <-- BEST F1
   0.50       5     15    86.67%    68.42%    0.7647         15
   0.50       5     20    90.00%    60.00%    0.7200         10
   0.50       8  strict    87.50%    70.00%    0.7778         16
   0.50       8     10    90.91%    86.96%    0.8889         22 <-- BEST F1
   0.50       8     15    86.67%    68.42%    0.7647         15
   0.50       8     20    90.00%    60.00%    0.7200         10
